Order_ID,Product_ID,User_ID,Order_Date,Product_Category,Product_Price,Order_Quantity,Discount_Applied,Shipping_Method,Payment_Method,User_Age,User_Gender,User_Location,Return_Status,Return_Reason,Days_to_Return,Order_Value,Return_Cost,Profit_Loss,CO2_Emissions,Packaging_Waste,CO2_Saved,Waste_Avoided,Return_Probability
ORD01305,PROD0476,USER1192,2023-06-30,Clothing,466.22,1,2.23,Standard,COD,65,Female,City19,Returned,Wrong Item,29,455.823294,200,255.82329400000003,1.0,0.2,0.0,0.0,0.9999999999963374
ORD01310,PROD0113,USER0467,2024-10-15,Clothing,1637.69,1,21.36,Standard,Wallet,52,Male,City21,Returned,Defective,42,1287.879416,200,1087.879416,1.0,0.2,0.0,0.0,0.9999999877540392
ORD01314,PROD0419,USER0652,2023-03-14,Clothing,1836.42,3,21.4,Next-Day,Debit Card,58,Female,City63,Returned,Defective,38,4330.27836,200,4130.27836,2.0,0.6000000000000001,0.0,0.0,0.9999985848373804
ORD01315,PROD0255,USER1496,2025-03-10,Books,927.57,5,43.33,Express,Debit Card,47,Male,City87,Returned,Changed Mind,42,2628.269595,200,2428.269595,1.5,1.0,0.0,0.0,0.9999999990271056
ORD01317,PROD0150,USER1662,2025-05-23,Toys,1683.16,4,16.22,Next-Day,COD,27,Male,City51,Returned,Wrong Item,52,5640.605792,200,5440.605792,2.0,0.8,0.0,0.0,0.9999999997556326
ORD01318,PROD0267,USER1623,2024-05-30,Clothing,378.98,1,47.28,Express,COD,46,Male,City21,Returned,Size Issue,35,199.798256,200,-0.2017439999999908,1.5,0.2,0.0,0.0,0.9999999999915632
ORD01321,PROD0280,USER0499,2025-02-08,Clothing,450.84,1,45.26,Next-Day,Credit Card,18,Female,City81,Returned,Size Issue,16,246.789816,200,46.78981599999997,2.0,0.2,0.0,0.0,0.9999999999999216
ORD01323,PROD0008,USER1377,2025-07-14,Toys,263.18,2,45.35,Express,Debit Card,32,Male,City47,Returned,Wrong Item,59,287.65574,200,87.65573999999998,1.5,0.4,0.0,0.0,0.999999999999966
ORD01327,PROD0106,USER1961,2025-03-20,Clothing,440.36,1,46.94,Express,Wallet,52,Female,City93,Returned,Changed Mind,59,233.655016,200,33.65501599999999,1.5,0.2,0.0,0.0,0.9999999999885139
ORD01346,PROD0494,USER0552,2022-11-13,Home Appliances,719.9,1,31.06,Standard,Debit Card,35,Female,City73,Returned,Wrong Item,27,496.29906,200,296.29906,1.0,0.2,0.0,0.0,0.9999999999979992
ORD01349,PROD0129,USER1610,2023-11-29,Toys,1591.85,5,36.21,Standard,COD,42,Male,City92,Returned,Defective,38,5077.205574999999,200,4877.205574999999,1.0,1.0,0.0,0.0,0.9999999170208738
ORD01354,PROD0142,USER0902,2024-07-26,Electronics,1026.36,4,36.29,Standard,Wallet,35,Female,City85,Returned,Changed Mind,41,2615.575824,200,2415.575824,1.0,0.8,0.0,0.0,0.9999999999412632
ORD01356,PROD0098,USER1340,2023-06-29,Clothing,369.11,4,37.3,Express,Wallet,60,Female,City62,Returned,Size Issue,5,925.72788,200,725.72788,1.5,0.8,0.0,0.0,0.9999999995990754
ORD01360,PROD0051,USER0663,2022-12-31,Toys,426.9,3,33.9,Express,Wallet,29,Female,City90,Returned,Size Issue,27,846.5427,200,646.5427,1.5,0.6000000000000001,0.0,0.0,0.9999999999998841
ORD01361,PROD0175,USER1213,2024-06-04,Books,171.43,3,48.82,Next-Day,Debit Card,46,Female,City36,Returned,Defective,26,263.213622,200,63.21362199999999,2.0,0.6000000000000001,0.0,0.0,0.9999999999958613
ORD01363,PROD0239,USER1120,2025-02-25,Clothing,1685.03,1,45.54,Standard,Debit Card,64,Female,City58,Returned,Wrong Item,38,917.667338,200,717.667338,1.0,0.2,0.0,0.0,0.9999935405122553
ORD01367,PROD0493,USER0568,2022-10-25,Books,1504.05,4,45.84,Express,Credit Card,27,Female,City34,Returned,Size Issue,44,3258.3739199999995,200,3058.3739199999995,1.5,0.8,0.0,0.0,0.9999999984667318
ORD01368,PROD0198,USER0710,2023-03-29,Electronics,456.43,5,42.18,Express,COD,36,Male,City51,Returned,Wrong Item,31,1319.53913,200,1119.53913,1.5,1.0,0.0,0.0,0.9999999999978284
ORD01374,PROD0351,USER0806,2023-05-04,Clothing,949.47,5,35.57,Express,Credit Card,35,Female,City19,Returned,Defective,48,3058.7176050000003,200,2858.7176050000003,1.5,1.0,0.0,0.0,0.999999999973944
ORD01375,PROD0219,USER0150,2023-12-02,Clothing,105.12,4,22.9,Standard,COD,65,Male,City68,Returned,Size Issue,57,324.19008,200,124.19008000000002,1.0,0.8,0.0,0.0,0.9999999999992126
ORD01376,PROD0156,USER0160,2024-10-26,Toys,964.99,4,1.68,Standard,Credit Card,46,Female,City92,Returned,Wrong Item,44,3795.112672,200,3595.112672,1.0,0.8,0.0,0.0,0.9999999999939653
ORD01377,PROD0019,USER1937,2024-04-28,Home Appliances,971.91,3,19.02,Next-Day,COD,53,Male,City3,Returned,Wrong Item,27,2361.158154,200,2161.158154,2.0,0.6000000000000001,0.0,0.0,0.9999999996256514
ORD01381,PROD0464,USER1562,2023-02-15,Electronics,1143.79,2,1.4,Standard,COD,41,Male,City91,Returned,Changed Mind,44,2255.55388,200,2055.55388,1.0,0.4,0.0,0.0,0.9999999999969926
ORD01383,PROD0147,USER0884,2025-03-09,Clothing,1454.4,3,4.41,Next-Day,Credit Card,30,Female,City62,Returned,Defective,50,4170.782880000001,200,3970.7828800000007,2.0,0.6000000000000001,0.0,0.0,0.9999999999914644
ORD01384,PROD0334,USER1981,2023-03-06,Toys,1337.57,2,24.93,Next-Day,Debit Card,45,Female,City88,Returned,Size Issue,44,2008.227598,200,1808.227598,2.0,0.4,0.0,0.0,0.9999999993595636
ORD01385,PROD0210,USER0780,2024-09-23,Home Appliances,1962.05,1,18.95,Next-Day,COD,35,Female,City22,Returned,Wrong Item,12,1590.241525,200,1390.241525,2.0,0.2,0.0,0.0,0.9999999831234679
ORD01387,PROD0042,USER1562,2023-04-11,Clothing,574.12,5,8.3,Standard,Credit Card,32,Female,City40,Returned,Size Issue,16,2632.3402,200,2432.3402,1.0,1.0,0.0,0.0,0.9999999999998896
ORD01394,PROD0251,USER1504,2023-04-05,Clothing,378.92,5,24.62,Express,Wallet,55,Female,City19,Returned,Size Issue,26,1428.14948,200,1228.14948,1.5,1.0,0.0,0.0,0.9999999999898981
ORD01395,PROD0069,USER1102,2025-06-16,Clothing,708.2,3,9.51,Express,Wallet,37,Female,City95,Returned,Changed Mind,13,1922.5505400000004,200,1722.5505400000004,1.5,0.6000000000000001,0.0,0.0,0.9999999999991926
ORD01402,PROD0348,USER1718,2024-07-12,Clothing,152.87,2,20.74,Standard,Wallet,32,Female,City42,Returned,Size Issue,32,242.329524,200,42.32952399999999,1.0,0.4,0.0,0.0,0.9999999999999973
ORD01403,PROD0450,USER0402,2024-07-24,Clothing,1512.54,5,13.11,Express,Debit Card,24,Female,City95,Returned,Defective,22,6571.23003,200,6371.23003,1.5,1.0,0.0,0.0,0.9999999997622704
ORD01407,PROD0059,USER0874,2025-09-03,Clothing,291.83,4,32.54,Next-Day,Wallet,40,Female,City67,Returned,Defective,51,787.4740720000001,200,587.4740720000001,2.0,0.8,0.0,0.0,0.9999999999999067
ORD01417,PROD0202,USER0519,2022-06-09,Clothing,742.1,3,10.54,Express,COD,30,Male,City33,Returned,Defective,53,1991.64798,200,1791.6479800000002,1.5,0.6000000000000001,0.0,0.0,0.9999999999999747
ORD01419,PROD0157,USER0893,2025-03-20,Clothing,1021.32,3,12.64,Standard,Wallet,29,Male,City26,Returned,Defective,37,2676.675456,200,2476.675456,1.0,0.6000000000000001,0.0,0.0,0.9999999999991993
ORD01421,PROD0437,USER0714,2022-03-28,Books,415.85,1,4.91,Standard,COD,22,Female,City54,Returned,Size Issue,17,395.431765,200,195.431765,1.0,0.2,0.0,0.0,0.9999999999999993
ORD01424,PROD0199,USER0937,2022-07-26,Electronics,527.05,1,37.57,Next-Day,Wallet,23,Male,City81,Returned,Changed Mind,8,329.03731500000004,200,129.03731500000004,2.0,0.2,0.0,0.0,0.9999999999997564
ORD01428,PROD0445,USER0685,2022-07-23,Toys,1841.6,2,6.8,Next-Day,COD,52,Female,City60,Returned,Size Issue,56,3432.7424,200,3232.7424,2.0,0.4,0.0,0.0,0.9999999887409506
ORD01434,PROD0161,USER0242,2022-08-16,Clothing,356.39,4,47.62,Standard,Debit Card,49,Male,City10,Returned,Changed Mind,19,746.708328,200,546.708328,1.0,0.8,0.0,0.0,0.9999999999466913
ORD01437,PROD0135,USER0369,2022-12-19,Home Appliances,1944.34,1,31.56,Express,Wallet,51,Male,City85,Returned,Wrong Item,42,1330.706296,200,1130.706296,1.5,0.2,0.0,0.0,0.9999996117668888
ORD01439,PROD0281,USER0981,2023-06-17,Home Appliances,152.87,5,42.48,Express,COD,53,Female,City76,Returned,Wrong Item,52,439.65412,200,239.65412000000003,1.5,1.0,0.0,0.0,0.9999999999982909
ORD01440,PROD0369,USER0374,2024-12-28,Electronics,1440.6,2,25.81,Express,Credit Card,65,Male,City98,Returned,Size Issue,56,2137.56228,200,1937.56228,1.5,0.4,0.0,0.0,0.9999999368518657
ORD01441,PROD0040,USER1042,2023-12-08,Books,948.42,2,5.74,Standard,Credit Card,62,Male,City90,Returned,Changed Mind,32,1787.961384,200,1587.961384,1.0,0.4,0.0,0.0,0.9999999998058582
ORD01447,PROD0457,USER1459,2025-06-21,Home Appliances,281.38,3,40.4,Next-Day,Debit Card,54,Female,City92,Returned,Changed Mind,29,503.10744000000005,200,303.10744000000005,2.0,0.6000000000000001,0.0,0.0,0.9999999999837346
ORD01449,PROD0096,USER0677,2025-05-30,Electronics,152.36,5,10.34,Standard,Credit Card,22,Female,City28,Returned,Wrong Item,21,683.0298800000002,200,483.02988000000016,1.0,1.0,0.0,0.0,0.9999999999999998
ORD01450,PROD0362,USER0832,2023-02-06,Clothing,645.99,3,40.25,Next-Day,Debit Card,33,Female,City41,Returned,Changed Mind,50,1157.9370749999998,200,957.9370749999998,2.0,0.6000000000000001,0.0,0.0,0.9999999999989884
ORD01453,PROD0126,USER1968,2022-02-17,Home Appliances,1951.97,3,17.79,Express,Credit Card,23,Male,City59,Returned,Changed Mind,46,4814.143611,200,4614.143611,1.5,0.6000000000000001,0.0,0.0,0.999999999186926
ORD01459,PROD0323,USER0222,2024-12-19,Electronics,1962.64,4,46.35,Next-Day,Debit Card,60,Male,City34,Returned,Size Issue,14,4211.82544,200,4011.82544,2.0,0.8,0.0,0.0,0.9993504459433928
ORD01462,PROD0249,USER1420,2022-06-10,Electronics,1392.99,4,46.17,Next-Day,Debit Card,20,Female,City29,Returned,Changed Mind,36,2999.3860680000003,200,2799.3860680000003,2.0,0.8,0.0,0.0,0.9999999997840032
ORD01471,PROD0467,USER1859,2024-07-19,Clothing,1218.37,1,32.74,Next-Day,Wallet,57,Female,City39,Returned,Changed Mind,59,819.4756619999999,200,619.4756619999999,2.0,0.2,0.0,0.0,0.9999999978253609
ORD01473,PROD0486,USER1731,2024-08-15,Clothing,127.8,2,0.63,Next-Day,Wallet,59,Female,City61,Returned,Defective,19,253.98972,200,53.989720000000005,2.0,0.4,0.0,0.0,0.9999999999998905
ORD01476,PROD0302,USER1760,2024-01-05,Clothing,1109.74,4,47.68,Express,COD,28,Male,City88,Returned,Defective,46,2322.463872,200,2122.463872,1.5,0.8,0.0,0.0,0.9999999999296338
ORD01481,PROD0174,USER1774,2022-11-29,Toys,387.57,4,18.83,Express,Credit Card,39,Male,City24,Returned,Wrong Item,17,1258.3622759999998,200,1058.3622759999998,1.5,0.8,0.0,0.0,0.9999999999997695
ORD01487,PROD0338,USER1540,2025-07-24,Toys,1896.05,5,33.25,Express,COD,31,Female,City68,Returned,Changed Mind,12,6328.066875,200,6128.066875,1.5,1.0,0.0,0.0,0.9999995511907922
ORD01488,PROD0484,USER1331,2023-02-18,Clothing,680.71,3,17.27,Standard,Debit Card,22,Male,City87,Returned,Defective,21,1689.454149,200,1489.454149,1.0,0.6000000000000001,0.0,0.0,0.9999999999999605
ORD01491,PROD0288,USER0246,2024-02-10,Clothing,1391.49,3,4.57,Express,Wallet,59,Female,City89,Returned,Changed Mind,43,3983.696721,200,3783.696721,1.5,0.6000000000000001,0.0,0.0,0.9999999959073056
ORD01495,PROD0128,USER0456,2023-09-18,Home Appliances,1021.11,3,10.35,Express,Credit Card,21,Female,City50,Returned,Defective,16,2746.275345,200,2546.275345,1.5,0.6000000000000001,0.0,0.0,0.9999999999996292
ORD01497,PROD0293,USER1125,2024-04-06,Clothing,1415.99,5,31.99,Standard,Credit Card,49,Female,City30,Returned,Wrong Item,34,4815.073995,200,4615.073995,1.0,1.0,0.0,0.0,0.9999999357742709
ORD01498,PROD0399,USER0685,2023-01-30,Books,1582.63,4,34.87,Standard,COD,30,Female,City77,Returned,Changed Mind,22,4123.067676000001,200,3923.0676760000006,1.0,0.8,0.0,0.0,0.9999999929450978
ORD01502,PROD0217,USER0012,2022-05-29,Books,1584.18,3,13.9,Standard,Wallet,18,Female,City45,Returned,Defective,22,4091.93694,200,3891.93694,1.0,0.6000000000000001,0.0,0.0,0.9999999999705314
ORD01504,PROD0405,USER0022,2022-06-10,Clothing,1330.11,5,8.79,Express,COD,31,Female,City66,Returned,Size Issue,10,6065.966654999999,200,5865.966654999999,1.5,1.0,0.0,0.0,0.9999999997576097
ORD01505,PROD0197,USER0600,2024-08-25,Toys,1586.03,2,2.52,Express,COD,27,Female,City55,Returned,Defective,18,3092.124088,200,2892.124088,1.5,0.4,0.0,0.0,0.9999999999676221
ORD01507,PROD0434,USER1262,2024-07-01,Clothing,1163.92,5,36.24,Standard,Credit Card,42,Male,City57,Returned,Changed Mind,16,3710.57696,200,3510.57696,1.0,1.0,0.0,0.0,0.9999999938844855
ORD01512,PROD0175,USER1089,2023-10-26,Toys,1340.13,3,15.94,Standard,Credit Card,60,Female,City55,Returned,Changed Mind,35,3379.539834,200,3179.539834,1.0,0.6000000000000001,0.0,0.0,0.9999999813706689
ORD01513,PROD0428,USER0522,2023-12-16,Clothing,1031.92,2,39.57,Next-Day,COD,44,Female,City20,Returned,Wrong Item,29,1247.1785120000002,200,1047.1785120000002,2.0,0.4,0.0,0.0,0.9999999993752418
ORD01515,PROD0195,USER0698,2024-05-04,Toys,1449.86,5,49.03,Standard,Debit Card,20,Male,City92,Returned,Size Issue,27,3694.96821,200,3494.96821,1.0,1.0,0.0,0.0,0.9999999987703108
ORD01516,PROD0269,USER1476,2023-09-17,Electronics,1985.05,2,21.44,Express,Wallet,49,Female,City9,Returned,Size Issue,40,3118.91056,200,2918.91056,1.5,0.4,0.0,0.0,0.9999997340677819
ORD01527,PROD0360,USER0771,2022-02-28,Toys,1247.89,2,15.23,Next-Day,COD,53,Male,City27,Returned,Changed Mind,48,2115.6727060000003,200,1915.6727060000003,2.0,0.4,0.0,0.0,0.9999999995759006
ORD01528,PROD0409,USER0149,2022-05-06,Clothing,1738.05,1,27.27,Standard,COD,52,Female,City98,Returned,Changed Mind,38,1264.083765,200,1064.083765,1.0,0.2,0.0,0.0,0.9999999286233341
ORD01530,PROD0495,USER0978,2024-09-07,Clothing,269.37,5,33.03,Standard,Wallet,34,Female,City97,Returned,Wrong Item,29,901.985445,200,701.9854449999999,1.0,1.0,0.0,0.0,0.9999999999999092
ORD01531,PROD0398,USER0641,2022-06-30,Books,704.94,1,19.06,Standard,Wallet,48,Female,City62,Returned,Wrong Item,54,570.578436,200,370.578436,1.0,0.2,0.0,0.0,0.9999999999987472
ORD01536,PROD0370,USER0436,2022-09-24,Clothing,429.9,5,33.03,Next-Day,Credit Card,52,Female,City99,Returned,Defective,59,1439.5201499999998,200,1239.5201499999998,2.0,1.0,0.0,0.0,0.9999999999965681
ORD01543,PROD0494,USER0675,2023-04-07,Clothing,1590.39,1,33.74,Next-Day,COD,50,Male,City45,Returned,Defective,35,1053.792414,200,853.792414,2.0,0.2,0.0,0.0,0.9999999598981126
ORD01545,PROD0335,USER1671,2024-09-16,Home Appliances,1954.96,5,46.33,Next-Day,Wallet,51,Female,City98,Returned,Changed Mind,25,5246.135159999999,200,5046.135159999999,2.0,1.0,0.0,0.0,0.9999187681888093
ORD01547,PROD0025,USER0103,2025-08-24,Electronics,282.13,5,23.01,Express,Debit Card,35,Male,City35,Returned,Size Issue,12,1086.059435,200,886.0594350000001,1.5,1.0,0.0,0.0,0.9999999999999027
ORD01550,PROD0004,USER1355,2025-04-05,Books,808.69,1,35.57,Express,Debit Card,31,Female,City89,Returned,Defective,18,521.0389670000001,200,321.03896700000007,1.5,0.2,0.0,0.0,0.999999999994847
ORD01551,PROD0403,USER1311,2024-07-19,Clothing,278.56,5,38.49,Standard,COD,21,Female,City58,Returned,Size Issue,22,856.71128,200,656.71128,1.0,1.0,0.0,0.0,0.9999999999999822
ORD01553,PROD0375,USER0300,2023-03-02,Clothing,1405.17,4,43.17,Next-Day,Debit Card,35,Female,City99,Returned,Wrong Item,14,3194.232444,200,2994.232444,2.0,0.8,0.0,0.0,0.9999999831042935
ORD01556,PROD0065,USER1812,2023-03-29,Books,491.25,4,11.9,Standard,Debit Card,27,Female,City3,Returned,Defective,7,1731.165,200,1531.165,1.0,0.8,0.0,0.0,0.9999999999999667
ORD01559,PROD0251,USER1862,2025-07-05,Electronics,1392.57,2,15.81,Standard,COD,29,Male,City14,Returned,Defective,15,2344.809366,200,2144.809366,1.0,0.4,0.0,0.0,0.999999999942627
ORD01561,PROD0254,USER0418,2025-04-02,Toys,1839.06,4,10.37,Next-Day,Credit Card,39,Female,City1,Returned,Size Issue,44,6593.397911999999,200,6393.397911999999,2.0,0.8,0.0,0.0,0.999999987024266
ORD01562,PROD0368,USER1840,2023-11-04,Clothing,1266.68,2,49.67,Next-Day,COD,64,Male,City38,Returned,Wrong Item,47,1275.040088,200,1075.040088,2.0,0.4,0.0,0.0,0.9999996213736929
ORD01565,PROD0224,USER0160,2023-09-23,Toys,104.13,2,33.57,Standard,Credit Card,32,Male,City42,Returned,Wrong Item,18,138.347118,200,-61.652882000000005,1.0,0.4,0.0,0.0,0.9999999999999778
ORD01569,PROD0269,USER1608,2024-12-16,Clothing,1914.85,5,20.0,Standard,Debit Card,42,Female,City48,Returned,Defective,23,7659.400000000001,200,7459.400000000001,1.0,1.0,0.0,0.0,0.9999989790113349
ORD01577,PROD0166,USER1355,2023-08-20,Electronics,712.91,2,35.52,Next-Day,Wallet,42,Female,City44,Returned,Changed Mind,53,919.368736,200,719.368736,2.0,0.4,0.0,0.0,0.9999999999955471
ORD01579,PROD0175,USER1007,2023-10-21,Books,766.85,2,42.23,Standard,COD,36,Male,City99,Returned,Defective,40,886.0184900000002,200,686.0184900000002,1.0,0.4,0.0,0.0,0.9999999999906288
ORD01581,PROD0490,USER0919,2023-07-30,Books,981.95,4,14.72,Standard,Credit Card,50,Male,City74,Returned,Changed Mind,56,3349.62784,200,3149.62784,1.0,0.8,0.0,0.0,0.9999999999632316
ORD01582,PROD0350,USER0754,2024-07-22,Clothing,1059.71,2,6.65,Next-Day,Debit Card,36,Female,City45,Returned,Size Issue,56,1978.47857,200,1778.47857,2.0,0.4,0.0,0.0,0.9999999999995297
ORD01583,PROD0184,USER0837,2022-09-17,Clothing,190.63,2,32.06,Standard,Debit Card,37,Female,City37,Returned,Defective,9,259.028044,200,59.02804400000002,1.0,0.4,0.0,0.0,0.9999999999998155
ORD01584,PROD0165,USER0859,2022-06-18,Clothing,698.83,4,22.74,Next-Day,COD,43,Female,City82,Returned,Size Issue,14,2159.664232,200,1959.664232,2.0,0.8,0.0,0.0,0.9999999999816045
ORD01585,PROD0473,USER1277,2025-07-13,Clothing,351.11,1,5.06,Standard,Credit Card,37,Male,City68,Returned,Defective,7,333.343834,200,133.34383400000002,1.0,0.2,0.0,0.0,0.999999999999982
ORD01586,PROD0041,USER0656,2024-04-13,Clothing,1693.01,5,6.13,Standard,Wallet,52,Male,City55,Returned,Wrong Item,35,7946.142434999999,200,7746.142434999999,1.0,1.0,0.0,0.0,0.9999998461649676
ORD01591,PROD0281,USER0230,2025-06-09,Clothing,563.46,1,13.09,Express,COD,40,Male,City99,Returned,Changed Mind,8,489.703086,200,289.70308600000004,1.5,0.2,0.0,0.0,0.9999999999994944
ORD01598,PROD0436,USER1302,2025-07-13,Books,552.35,3,32.73,Next-Day,Debit Card,29,Female,City33,Returned,Changed Mind,44,1114.6975350000002,200,914.6975350000002,2.0,0.6000000000000001,0.0,0.0,0.9999999999998936
ORD01605,PROD0491,USER1787,2025-06-05,Clothing,675.8,5,23.77,Standard,Debit Card,29,Female,City84,Returned,Changed Mind,14,2575.8117,200,2375.8117,1.0,1.0,0.0,0.0,0.9999999999989182
ORD01606,PROD0001,USER1174,2022-08-08,Electronics,991.44,2,22.57,Express,Debit Card,36,Male,City41,Returned,Size Issue,40,1535.343984,200,1335.343984,1.5,0.4,0.0,0.0,0.9999999999950551
ORD01611,PROD0339,USER0808,2024-05-16,Clothing,467.69,5,40.25,Standard,Credit Card,32,Male,City25,Returned,Size Issue,17,1397.2238749999997,200,1197.2238749999997,1.0,1.0,0.0,0.0,0.9999999999981799
ORD01614,PROD0344,USER0225,2025-08-21,Electronics,1741.61,2,2.99,Standard,Debit Card,43,Male,City90,Returned,Size Issue,32,3379.071722,200,3179.071722,1.0,0.4,0.0,0.0,0.9999999981837726
ORD01616,PROD0289,USER1071,2022-08-15,Toys,579.08,4,12.11,Express,COD,63,Female,City63,Returned,Size Issue,18,2035.8136480000005,200,1835.8136480000005,1.5,0.8,0.0,0.0,0.9999999998979054
ORD01618,PROD0364,USER0418,2025-04-23,Books,293.9,5,44.44,Standard,COD,32,Female,City14,Returned,Changed Mind,47,816.4542000000001,200,616.4542000000001,1.0,1.0,0.0,0.0,0.9999999999998919
ORD01620,PROD0454,USER1950,2024-02-29,Clothing,1491.73,4,13.62,Express,COD,49,Male,City70,Returned,Changed Mind,21,5154.225496,200,4954.225496,1.5,0.8,0.0,0.0,0.9999999760774508
ORD01623,PROD0126,USER0815,2025-01-19,Clothing,1036.65,5,12.22,Express,Credit Card,43,Female,City94,Returned,Changed Mind,56,4549.85685,200,4349.85685,1.5,1.0,0.0,0.0,0.999999999982998
ORD01627,PROD0182,USER0196,2025-02-13,Toys,675.93,3,49.15,Standard,COD,34,Male,City57,Returned,Defective,20,1031.131215,200,831.1312149999999,1.0,0.6000000000000001,0.0,0.0,0.9999999999713309
ORD01634,PROD0476,USER0816,2022-09-27,Home Appliances,782.94,1,26.72,Standard,Credit Card,60,Female,City20,Returned,Changed Mind,28,573.738432,200,373.738432,1.0,0.2,0.0,0.0,0.9999999995979612
ORD01635,PROD0030,USER0471,2022-09-01,Clothing,379.93,4,20.4,Next-Day,Debit Card,56,Female,City38,Returned,Defective,29,1209.69712,200,1009.69712,2.0,0.8,0.0,0.0,0.9999999999947751
ORD01639,PROD0133,USER0381,2023-12-02,Home Appliances,853.18,3,35.91,Next-Day,Wallet,22,Male,City59,Returned,Changed Mind,15,1640.409186,200,1440.409186,2.0,0.6000000000000001,0.0,0.0,0.999999999997528
ORD01644,PROD0468,USER1577,2024-07-21,Electronics,812.86,4,49.67,Next-Day,COD,26,Male,City95,Returned,Size Issue,6,1636.449752,200,1436.449752,2.0,0.8,0.0,0.0,0.9999999999509601
ORD01646,PROD0296,USER1615,2024-02-26,Electronics,1027.37,2,34.42,Express,Credit Card,21,Female,City26,Returned,Wrong Item,19,1347.4984919999995,200,1147.4984919999995,1.5,0.4,0.0,0.0,0.9999999999961635
ORD01647,PROD0051,USER1434,2025-08-06,Home Appliances,1813.16,1,41.34,Express,COD,56,Female,City34,Returned,Wrong Item,53,1063.599656,200,863.5996560000001,1.5,0.2,0.0,0.0,0.9999992640662945
ORD01655,PROD0031,USER0526,2023-10-28,Electronics,1725.04,4,29.14,Standard,COD,54,Male,City36,Returned,Defective,50,4889.453376,200,4689.453376,1.0,0.8,0.0,0.0,0.9999994966922141
ORD01658,PROD0328,USER1619,2022-09-09,Electronics,1230.02,1,34.64,Next-Day,Credit Card,39,Female,City31,Returned,Changed Mind,8,803.941072,200,603.941072,2.0,0.2,0.0,0.0,0.9999999987548671
ORD01660,PROD0241,USER0066,2023-07-08,Books,848.74,3,29.06,Express,Credit Card,44,Male,City53,Returned,Wrong Item,30,1806.288468,200,1606.2884680000002,1.5,0.6000000000000001,0.0,0.0,0.9999999999492672
ORD01663,PROD0484,USER1438,2024-03-10,Books,1426.36,2,15.91,Standard,Credit Card,19,Female,City86,Returned,Changed Mind,32,2398.852248,200,2198.852248,1.0,0.4,0.0,0.0,0.9999999999968212
ORD01664,PROD0481,USER1319,2024-07-14,Clothing,327.46,1,47.17,Standard,Wallet,32,Male,City88,Returned,Size Issue,43,172.997118,200,-27.002882,1.0,0.2,0.0,0.0,0.9999999999998346
ORD01668,PROD0116,USER1678,2025-06-13,Home Appliances,172.86,5,1.48,Standard,Wallet,65,Male,City46,Returned,Size Issue,56,851.50836,200,651.50836,1.0,1.0,0.0,0.0,0.9999999999998965
ORD01670,PROD0380,USER0267,2024-02-08,Books,758.2,2,21.01,Next-Day,Debit Card,46,Female,City60,Returned,Size Issue,31,1197.80436,200,997.80436,2.0,0.4,0.0,0.0,0.9999999999910818
ORD01671,PROD0100,USER0153,2024-08-21,Clothing,1537.61,3,41.62,Express,Wallet,42,Female,City89,Returned,Wrong Item,57,2692.9701540000005,200,2492.9701540000005,1.5,0.6000000000000001,0.0,0.0,0.9999999903686786
ORD01674,PROD0021,USER1500,2024-03-05,Clothing,1335.93,1,25.8,Standard,Credit Card,56,Male,City3,Returned,Defective,50,991.26006,200,791.2600600000001,1.0,0.2,0.0,0.0,0.9999999969671456
ORD01677,PROD0488,USER0836,2023-05-02,Clothing,1350.26,1,33.29,Express,COD,28,Male,City32,Returned,Defective,38,900.758446,200,700.758446,1.5,0.2,0.0,0.0,0.9999999999592821
ORD01686,PROD0308,USER1216,2023-03-16,Clothing,1965.09,4,12.16,Express,COD,58,Female,City58,Returned,Defective,17,6904.540223999999,200,6704.540223999999,1.5,0.8,0.0,0.0,0.9999846699268519
ORD01688,PROD0418,USER0932,2025-04-19,Toys,111.57,1,6.87,Standard,Debit Card,46,Male,City19,Returned,Wrong Item,57,103.905141,200,-96.094859,1.0,0.2,0.0,0.0,0.9999999999999987
ORD01701,PROD0044,USER0637,2023-04-18,Home Appliances,1436.54,5,7.63,Next-Day,Wallet,29,Female,City49,Returned,Size Issue,50,6634.659989999999,200,6434.659989999999,2.0,1.0,0.0,0.0,0.9999999999620652
ORD01702,PROD0323,USER1992,2024-12-27,Clothing,930.97,5,46.32,Standard,COD,24,Male,City9,Returned,Wrong Item,30,2498.72348,200,2298.72348,1.0,1.0,0.0,0.0,0.9999999999810518
ORD01703,PROD0476,USER0484,2022-12-12,Clothing,412.06,2,22.36,Standard,COD,18,Male,City68,Returned,Wrong Item,50,639.846768,200,439.846768,1.0,0.4,0.0,0.0,0.9999999999999996
ORD01704,PROD0308,USER0016,2024-03-25,Electronics,695.06,1,49.82,Next-Day,COD,45,Male,City9,Returned,Defective,41,348.781108,200,148.78110800000002,2.0,0.2,0.0,0.0,0.999999999924166
ORD01709,PROD0228,USER1522,2025-04-13,Clothing,1749.64,5,42.15,Express,Debit Card,55,Female,City100,Returned,Changed Mind,23,5060.8337,200,4860.8337,1.5,1.0,0.0,0.0,0.9999756145949114
ORD01711,PROD0465,USER0174,2024-03-28,Books,784.57,4,6.98,Standard,Credit Card,64,Male,City29,Returned,Wrong Item,47,2919.2280560000004,200,2719.2280560000004,1.0,0.8,0.0,0.0,0.9999999999153633
