Order_ID,Product_ID,User_ID,Order_Date,Product_Category,Product_Price,Order_Quantity,Discount_Applied,Shipping_Method,Payment_Method,User_Age,User_Gender,User_Location,Return_Status,Return_Reason,Days_to_Return,Order_Value,Return_Cost,Profit_Loss,CO2_Emissions,Packaging_Waste,CO2_Saved,Waste_Avoided
ORD01206,PROD0130,USER0217,2023-10-25,Books,137.27,4,40.36,Next-Day,Wallet,65,Male,City36,Not Returned,No Return,0,327.47131200000007,0,327.47131200000007,2.0,0.8,2.0,0.8
ORD01207,PROD0150,USER0106,2024-12-25,Toys,552.8,3,47.93,Express,Wallet,62,Female,City37,Returned,Changed Mind,29,863.5288799999998,200,663.5288799999998,1.5,0.6000000000000001,0.0,0.0
ORD01208,PROD0180,USER1070,2024-10-23,Electronics,1322.74,5,35.75,Next-Day,Wallet,39,Male,City42,Not Returned,No Return,0,4249.302250000001,0,4249.302250000001,2.0,1.0,2.0,1.0
ORD01209,PROD0247,USER0340,2022-09-04,Electronics,961.87,4,29.1,Next-Day,Debit Card,31,Male,City50,Not Returned,No Return,0,2727.86332,0,2727.86332,2.0,0.8,2.0,0.8
ORD01210,PROD0039,USER0401,2022-02-22,Clothing,1434.36,2,48.96,Next-Day,COD,56,Female,City87,Not Returned,No Return,0,1464.1946879999998,0,1464.1946879999998,2.0,0.4,2.0,0.4
ORD01211,PROD0493,USER0306,2023-01-20,Clothing,443.63,5,18.33,Standard,Debit Card,22,Female,City37,Not Returned,No Return,0,1811.563105,0,1811.563105,1.0,1.0,1.0,1.0
ORD01212,PROD0177,USER1871,2024-09-07,Clothing,909.68,3,28.61,Express,Debit Card,40,Female,City51,Returned,Size Issue,48,1948.261656,200,1748.261656,1.5,0.6000000000000001,0.0,0.0
ORD01213,PROD0163,USER1286,2025-05-11,Clothing,347.9,5,15.32,Next-Day,Credit Card,32,Female,City91,Not Returned,No Return,0,1473.0086,0,1473.0086,2.0,1.0,2.0,1.0
ORD01214,PROD0024,USER0659,2022-05-01,Electronics,1033.43,3,26.55,Express,Wallet,24,Male,City37,Not Returned,No Return,0,2277.163005,0,2277.163005,1.5,0.6000000000000001,1.5,0.6000000000000001
ORD01215,PROD0122,USER1024,2022-07-31,Clothing,544.13,3,11.82,Standard,COD,28,Male,City33,Not Returned,No Return,0,1439.441502,0,1439.441502,1.0,0.6000000000000001,1.0,0.6000000000000001
ORD01216,PROD0343,USER0985,2023-03-16,Clothing,1769.78,2,12.5,Express,COD,36,Female,City13,Returned,Changed Mind,53,3097.115,200,2897.115,1.5,0.4,0.0,0.0
ORD01217,PROD0060,USER0086,2023-03-10,Electronics,986.94,5,15.69,Express,COD,59,Male,City84,Not Returned,No Return,0,4160.445570000001,0,4160.445570000001,1.5,1.0,1.5,1.0
ORD01218,PROD0072,USER0416,2023-01-20,Books,225.77,5,1.46,Next-Day,Debit Card,54,Male,City27,Not Returned,No Return,0,1112.3687900000002,0,1112.3687900000002,2.0,1.0,2.0,1.0
ORD01219,PROD0147,USER0873,2024-05-23,Electronics,767.07,3,21.96,Standard,COD,65,Male,City84,Returned,Size Issue,39,1795.864284,200,1595.864284,1.0,0.6000000000000001,0.0,0.0
ORD01220,PROD0489,USER1419,2023-01-19,Electronics,1711.89,4,48.45,Standard,Wallet,18,Male,City13,Not Returned,No Return,0,3529.91718,0,3529.91718,1.0,0.8,1.0,0.8
ORD01221,PROD0073,USER1555,2024-02-01,Home Appliances,195.26,3,47.63,Standard,Debit Card,35,Female,City47,Returned,Defective,18,306.772986,200,106.772986,1.0,0.6000000000000001,0.0,0.0
ORD01222,PROD0441,USER1402,2022-05-13,Home Appliances,428.83,3,17.22,Standard,Debit Card,53,Female,City78,Not Returned,No Return,0,1064.956422,0,1064.956422,1.0,0.6000000000000001,1.0,0.6000000000000001
ORD01223,PROD0062,USER1471,2024-01-16,Electronics,1970.96,1,10.53,Standard,Credit Card,61,Female,City31,Not Returned,No Return,0,1763.4179120000001,0,1763.4179120000001,1.0,0.2,1.0,0.2
ORD01224,PROD0157,USER0687,2022-03-01,Clothing,1551.06,4,16.93,Next-Day,Wallet,31,Female,City40,Not Returned,No Return,0,5153.862168,0,5153.862168,2.0,0.8,2.0,0.8
ORD01225,PROD0261,USER0557,2022-06-04,Home Appliances,294.78,3,22.66,Standard,Wallet,63,Female,City71,Returned,Defective,26,683.9485559999999,200,483.94855599999994,1.0,0.6000000000000001,0.0,0.0
ORD01226,PROD0216,USER1342,2025-01-27,Electronics,408.17,2,41.1,Standard,Debit Card,32,Female,City45,Not Returned,No Return,0,480.82426,0,480.82426,1.0,0.4,1.0,0.4
ORD01227,PROD0093,USER0672,2022-06-05,Toys,252.78,4,0.28,Standard,Credit Card,46,Male,City1,Not Returned,No Return,0,1008.288864,0,1008.288864,1.0,0.8,1.0,0.8
ORD01228,PROD0269,USER1287,2023-04-11,Electronics,542.06,4,5.23,Express,Wallet,48,Female,City42,Not Returned,No Return,0,2054.841048,0,2054.841048,1.5,0.8,1.5,0.8
ORD01229,PROD0173,USER1011,2023-07-31,Toys,115.81,1,41.62,Express,Credit Card,29,Female,City41,Not Returned,No Return,0,67.60987800000001,0,67.60987800000001,1.5,0.2,1.5,0.2
ORD01230,PROD0456,USER1231,2024-09-12,Electronics,1542.63,5,35.99,Express,Credit Card,21,Male,City88,Returned,Wrong Item,46,4937.187315,200,4737.187315,1.5,1.0,0.0,0.0
ORD01231,PROD0295,USER0857,2022-04-29,Electronics,812.1,5,22.75,Next-Day,Credit Card,33,Female,City35,Not Returned,No Return,0,3136.73625,0,3136.73625,2.0,1.0,2.0,1.0
ORD01232,PROD0089,USER1065,2024-03-13,Home Appliances,492.4,5,8.29,Express,Debit Card,33,Male,City30,Not Returned,No Return,0,2257.9002,0,2257.9002,1.5,1.0,1.5,1.0
ORD01233,PROD0321,USER1297,2024-05-10,Toys,997.86,3,31.23,Express,Credit Card,34,Male,City48,Returned,Wrong Item,16,2058.684966,200,1858.6849659999998,1.5,0.6000000000000001,0.0,0.0
ORD01234,PROD0062,USER1208,2023-09-03,Home Appliances,1314.74,2,17.65,Express,Credit Card,35,Male,City30,Returned,Wrong Item,58,2165.37678,200,1965.37678,1.5,0.4,0.0,0.0
ORD01235,PROD0346,USER1838,2023-03-31,Electronics,670.68,4,18.19,Next-Day,Debit Card,58,Male,City74,Not Returned,No Return,0,2194.733232,0,2194.733232,2.0,0.8,2.0,0.8
ORD01236,PROD0233,USER0327,2022-01-01,Clothing,1439.29,5,49.5,Express,Debit Card,38,Female,City30,Not Returned,No Return,0,3634.20725,0,3634.20725,1.5,1.0,1.5,1.0
ORD01237,PROD0436,USER0431,2024-08-08,Electronics,435.01,2,9.08,Express,Wallet,20,Female,City15,Not Returned,No Return,0,791.022184,0,791.022184,1.5,0.4,1.5,0.4
ORD01238,PROD0015,USER0840,2022-04-19,Toys,959.75,5,17.28,Standard,Credit Card,32,Female,City87,Not Returned,No Return,0,3969.526,0,3969.526,1.0,1.0,1.0,1.0
ORD01239,PROD0206,USER0343,2024-09-11,Electronics,1124.97,5,15.34,Next-Day,Debit Card,59,Female,City1,Not Returned,No Return,0,4761.99801,0,4761.99801,2.0,1.0,2.0,1.0
ORD01240,PROD0336,USER0563,2022-07-27,Electronics,1408.1,4,9.03,Standard,Wallet,48,Male,City35,Not Returned,No Return,0,5123.794279999999,0,5123.794279999999,1.0,0.8,1.0,0.8
ORD01241,PROD0339,USER1727,2023-11-13,Books,1447.49,3,12.61,Next-Day,Credit Card,22,Female,City38,Not Returned,No Return,0,3794.8845330000004,0,3794.8845330000004,2.0,0.6000000000000001,2.0,0.6000000000000001
ORD01242,PROD0375,USER0405,2023-02-17,Clothing,1103.38,1,19.73,Next-Day,Debit Card,62,Male,City23,Returned,Defective,31,885.683126,200,685.683126,2.0,0.2,0.0,0.0
ORD01243,PROD0126,USER1012,2022-08-29,Clothing,911.05,2,39.68,Standard,Credit Card,23,Male,City29,Not Returned,No Return,0,1099.09072,0,1099.09072,1.0,0.4,1.0,0.4
ORD01244,PROD0257,USER0772,2022-09-11,Electronics,1628.38,4,3.89,Next-Day,Wallet,35,Female,City79,Returned,Wrong Item,16,6260.144072,200,6060.144072,2.0,0.8,0.0,0.0
ORD01245,PROD0100,USER0227,2023-06-01,Clothing,627.93,2,23.05,Standard,Debit Card,50,Female,City26,Not Returned,No Return,0,966.3842699999999,0,966.3842699999999,1.0,0.4,1.0,0.4
ORD01246,PROD0146,USER0118,2022-12-08,Home Appliances,204.06,1,17.77,Standard,COD,35,Female,City75,Not Returned,No Return,0,167.798538,0,167.798538,1.0,0.2,1.0,0.2
ORD01247,PROD0414,USER0836,2025-07-18,Toys,733.84,5,13.81,Express,Debit Card,19,Female,City68,Returned,Defective,24,3162.4834800000003,200,2962.4834800000003,1.5,1.0,0.0,0.0
ORD01248,PROD0208,USER0941,2023-05-03,Electronics,629.06,4,46.93,Express,Debit Card,24,Female,City52,Returned,Changed Mind,6,1335.3685679999999,200,1135.3685679999999,1.5,0.8,0.0,0.0
ORD01249,PROD0426,USER0784,2022-12-21,Electronics,845.86,4,20.84,Express,Wallet,25,Female,City6,Not Returned,No Return,0,2678.331104,0,2678.331104,1.5,0.8,1.5,0.8
ORD01250,PROD0171,USER1552,2022-09-29,Toys,226.38,3,48.36,Next-Day,COD,25,Male,City76,Returned,Size Issue,43,350.70789599999995,200,150.70789599999995,2.0,0.6000000000000001,0.0,0.0
ORD01251,PROD0251,USER1355,2023-03-19,Clothing,1835.7,5,20.55,Standard,Debit Card,29,Female,City37,Not Returned,No Return,0,7292.31825,0,7292.31825,1.0,1.0,1.0,1.0
ORD01252,PROD0482,USER0230,2023-05-13,Clothing,1095.56,2,8.55,Next-Day,Credit Card,37,Female,City42,Returned,Changed Mind,31,2003.7792399999998,200,1803.7792399999998,2.0,0.4,0.0,0.0
ORD01253,PROD0050,USER0844,2024-03-18,Toys,1392.09,1,27.83,Standard,Credit Card,42,Male,City43,Returned,Defective,43,1004.671353,200,804.671353,1.0,0.2,0.0,0.0
ORD01254,PROD0436,USER1845,2022-07-24,Electronics,672.81,4,2.33,Express,COD,39,Female,City69,Not Returned,No Return,0,2628.534108,0,2628.534108,1.5,0.8,1.5,0.8
ORD01255,PROD0010,USER0233,2022-04-03,Electronics,841.13,3,35.11,Next-Day,Credit Card,29,Male,City53,Returned,Size Issue,5,1637.427771,200,1437.427771,2.0,0.6000000000000001,0.0,0.0
ORD01256,PROD0086,USER0299,2024-04-05,Toys,1073.11,4,3.09,Express,Wallet,62,Female,City7,Returned,Changed Mind,19,4159.803604,200,3959.8036039999997,1.5,0.8,0.0,0.0
ORD01257,PROD0370,USER0449,2024-06-26,Electronics,1905.35,2,26.08,Standard,COD,59,Female,City17,Not Returned,No Return,0,2816.86944,0,2816.86944,1.0,0.4,1.0,0.4
ORD01258,PROD0445,USER0413,2025-05-14,Clothing,1716.77,1,24.62,Next-Day,Debit Card,52,Female,City7,Not Returned,No Return,0,1294.101226,0,1294.101226,2.0,0.2,2.0,0.2
ORD01259,PROD0330,USER1319,2023-02-06,Home Appliances,1626.75,4,38.15,Express,Wallet,20,Female,City80,Returned,Defective,32,4024.5795000000003,200,3824.5795000000003,1.5,0.8,0.0,0.0
ORD01260,PROD0145,USER1822,2022-10-25,Books,1183.46,3,1.66,Express,COD,55,Male,City33,Not Returned,No Return,0,3491.4436920000003,0,3491.4436920000003,1.5,0.6000000000000001,1.5,0.6000000000000001
ORD01261,PROD0219,USER1215,2023-02-16,Clothing,1801.52,4,18.04,Next-Day,Credit Card,46,Female,City28,Not Returned,No Return,0,5906.103168,0,5906.103168,2.0,0.8,2.0,0.8
ORD01262,PROD0489,USER1454,2024-07-02,Clothing,554.68,2,4.3,Express,Debit Card,57,Female,City6,Not Returned,No Return,0,1061.6575199999997,0,1061.6575199999997,1.5,0.4,1.5,0.4
ORD01263,PROD0138,USER1160,2022-07-29,Clothing,314.47,3,16.37,Next-Day,COD,65,Male,City23,Not Returned,No Return,0,788.9737830000001,0,788.9737830000001,2.0,0.6000000000000001,2.0,0.6000000000000001
ORD01264,PROD0312,USER1253,2025-08-06,Books,1244.23,1,42.7,Next-Day,COD,62,Female,City20,Not Returned,No Return,0,712.9437899999999,0,712.9437899999999,2.0,0.2,2.0,0.2
ORD01265,PROD0175,USER1898,2023-10-20,Clothing,1186.6,5,1.67,Standard,Debit Card,22,Male,City61,Not Returned,No Return,0,5833.9189,0,5833.9189,1.0,1.0,1.0,1.0
ORD01266,PROD0430,USER0326,2023-11-12,Clothing,761.57,2,12.71,Next-Day,Wallet,19,Male,City84,Not Returned,No Return,0,1329.548906,0,1329.548906,2.0,0.4,2.0,0.4
ORD01267,PROD0188,USER0840,2024-07-15,Clothing,295.42,4,2.48,Standard,Credit Card,25,Male,City89,Not Returned,No Return,0,1152.374336,0,1152.374336,1.0,0.8,1.0,0.8
ORD01268,PROD0019,USER1592,2024-10-30,Books,933.77,2,39.69,Standard,Credit Card,21,Female,City21,Not Returned,No Return,0,1126.3133739999998,0,1126.3133739999998,1.0,0.4,1.0,0.4
ORD01269,PROD0149,USER0751,2024-08-09,Clothing,436.7,1,20.62,Express,Wallet,24,Male,City42,Not Returned,No Return,0,346.65245999999996,0,346.65245999999996,1.5,0.2,1.5,0.2
ORD01270,PROD0221,USER1969,2025-04-29,Toys,1445.85,1,16.97,Express,COD,22,Female,City92,Not Returned,No Return,0,1200.489255,0,1200.489255,1.5,0.2,1.5,0.2
ORD01271,PROD0107,USER1079,2022-01-15,Clothing,732.27,2,23.6,Next-Day,Debit Card,50,Male,City3,Not Returned,No Return,0,1118.90856,0,1118.90856,2.0,0.4,2.0,0.4
ORD01272,PROD0125,USER1609,2024-07-27,Clothing,1840.07,5,33.41,Express,Debit Card,38,Female,City54,Returned,Wrong Item,30,6126.513065000001,200,5926.513065000001,1.5,1.0,0.0,0.0
ORD01273,PROD0498,USER0854,2024-05-23,Clothing,1195.19,3,2.31,Next-Day,Credit Card,50,Female,City98,Returned,Wrong Item,58,3502.7433330000003,200,3302.7433330000003,2.0,0.6000000000000001,0.0,0.0
ORD01274,PROD0174,USER1429,2023-09-22,Toys,1976.47,4,46.88,Express,Debit Card,64,Female,City87,Returned,Size Issue,50,4199.603455999999,200,3999.603455999999,1.5,0.8,0.0,0.0
ORD01275,PROD0350,USER0424,2024-12-23,Toys,1015.65,1,20.81,Standard,COD,57,Female,City11,Not Returned,No Return,0,804.293235,0,804.293235,1.0,0.2,1.0,0.2
ORD01276,PROD0047,USER0192,2023-09-19,Clothing,775.83,1,42.09,Next-Day,Credit Card,38,Female,City1,Returned,Changed Mind,25,449.28315299999997,200,249.28315299999997,2.0,0.2,0.0,0.0
ORD01277,PROD0062,USER0600,2022-02-16,Clothing,1357.2,2,25.69,Express,Wallet,36,Male,City50,Not Returned,No Return,0,2017.07064,0,2017.07064,1.5,0.4,1.5,0.4
ORD01278,PROD0216,USER0920,2024-08-06,Clothing,1974.44,4,22.66,Express,COD,21,Male,City78,Returned,Wrong Item,51,6108.127584,200,5908.127584,1.5,0.8,0.0,0.0
ORD01279,PROD0347,USER1710,2025-06-28,Electronics,937.76,4,9.96,Next-Day,Debit Card,62,Male,City11,Not Returned,No Return,0,3377.436416,0,3377.436416,2.0,0.8,2.0,0.8
ORD01280,PROD0233,USER1326,2022-07-31,Clothing,898.13,5,6.28,Express,COD,20,Male,City100,Not Returned,No Return,0,4208.63718,0,4208.63718,1.5,1.0,1.5,1.0
ORD01281,PROD0429,USER1565,2023-07-02,Clothing,596.15,5,8.33,Next-Day,Wallet,62,Female,City32,Not Returned,No Return,0,2732.453525,0,2732.453525,2.0,1.0,2.0,1.0
ORD01282,PROD0353,USER0710,2025-05-13,Books,1433.5,3,33.85,Standard,Credit Card,53,Female,City11,Not Returned,No Return,0,2844.78075,0,2844.78075,1.0,0.6000000000000001,1.0,0.6000000000000001
ORD01283,PROD0465,USER1631,2023-02-07,Clothing,773.95,2,2.61,Standard,Wallet,45,Female,City78,Not Returned,No Return,0,1507.49981,0,1507.49981,1.0,0.4,1.0,0.4
ORD01284,PROD0345,USER0414,2025-07-03,Home Appliances,1167.04,1,15.64,Express,COD,58,Female,City91,Not Returned,No Return,0,984.514944,0,984.514944,1.5,0.2,1.5,0.2
ORD01285,PROD0395,USER1100,2022-03-09,Electronics,1645.01,4,8.76,Express,Debit Card,34,Male,City79,Not Returned,No Return,0,6003.628496,0,6003.628496,1.5,0.8,1.5,0.8
ORD01286,PROD0043,USER1487,2024-07-28,Toys,1085.22,5,18.36,Standard,Credit Card,28,Male,City34,Not Returned,No Return,0,4429.86804,0,4429.86804,1.0,1.0,1.0,1.0
ORD01287,PROD0317,USER0805,2024-01-23,Toys,355.93,5,34.87,Express,Wallet,59,Female,City26,Not Returned,No Return,0,1159.086045,0,1159.086045,1.5,1.0,1.5,1.0
ORD01288,PROD0230,USER1303,2024-10-16,Clothing,461.68,3,22.98,Express,Debit Card,49,Female,City19,Not Returned,No Return,0,1066.757808,0,1066.757808,1.5,0.6000000000000001,1.5,0.6000000000000001
ORD01289,PROD0235,USER1228,2023-05-30,Clothing,447.83,2,17.56,Next-Day,Wallet,40,Female,City61,Returned,Wrong Item,34,738.382104,200,538.382104,2.0,0.4,0.0,0.0
ORD01290,PROD0139,USER1654,2024-02-08,Electronics,277.48,5,15.04,Standard,Wallet,41,Male,City37,Not Returned,No Return,0,1178.73504,0,1178.73504,1.0,1.0,1.0,1.0
ORD01291,PROD0237,USER0981,2024-06-19,Books,1725.73,1,17.36,Express,Debit Card,35,Male,City5,Not Returned,No Return,0,1426.143272,0,1426.143272,1.5,0.2,1.5,0.2
ORD01292,PROD0321,USER0824,2024-04-24,Electronics,1412.74,5,44.04,Next-Day,Credit Card,52,Female,City25,Returned,Size Issue,18,3952.8465199999996,200,3752.8465199999996,2.0,1.0,0.0,0.0
ORD01293,PROD0002,USER0889,2024-02-19,Books,1877.44,3,9.59,Next-Day,Credit Card,19,Female,City62,Returned,Changed Mind,9,5092.180512,200,4892.180512,2.0,0.6000000000000001,0.0,0.0
ORD01294,PROD0101,USER1154,2024-03-06,Electronics,353.83,5,31.62,Express,Debit Card,47,Male,City18,Not Returned,No Return,0,1209.7447699999998,0,1209.7447699999998,1.5,1.0,1.5,1.0
ORD01295,PROD0267,USER1820,2023-02-16,Toys,905.1,2,16.95,Standard,COD,49,Male,City15,Not Returned,No Return,0,1503.3711,0,1503.3711,1.0,0.4,1.0,0.4
ORD01296,PROD0022,USER1301,2022-08-10,Electronics,1106.44,5,22.53,Express,COD,48,Male,City17,Returned,Changed Mind,34,4285.795340000001,200,4085.7953400000006,1.5,1.0,0.0,0.0
ORD01297,PROD0488,USER0802,2024-03-23,Books,1950.29,5,43.96,Standard,Credit Card,21,Female,City44,Returned,Defective,37,5464.71258,200,5264.71258,1.0,1.0,0.0,0.0
ORD01298,PROD0166,USER0370,2023-04-01,Electronics,908.56,1,22.27,Standard,Credit Card,41,Male,City48,Not Returned,No Return,0,706.2236879999999,0,706.2236879999999,1.0,0.2,1.0,0.2
ORD01299,PROD0011,USER1475,2024-11-14,Books,885.05,3,3.81,Next-Day,COD,18,Male,City49,Not Returned,No Return,0,2553.9887849999996,0,2553.9887849999996,2.0,0.6000000000000001,2.0,0.6000000000000001
ORD01300,PROD0499,USER0101,2023-08-25,Clothing,1138.04,4,40.01,Next-Day,COD,64,Male,City54,Not Returned,No Return,0,2730.8407840000004,0,2730.8407840000004,2.0,0.8,2.0,0.8
ORD01301,PROD0227,USER0860,2022-10-08,Books,1172.95,2,3.83,Standard,Debit Card,40,Male,City84,Not Returned,No Return,0,2256.0520300000003,0,2256.0520300000003,1.0,0.4,1.0,0.4
ORD01302,PROD0457,USER1013,2022-04-17,Clothing,1833.17,4,1.72,Next-Day,Wallet,50,Female,City20,Not Returned,No Return,0,7206.557904,0,7206.557904,2.0,0.8,2.0,0.8
ORD01303,PROD0312,USER0568,2022-02-27,Clothing,1992.16,3,44.86,Standard,Debit Card,33,Male,City98,Not Returned,No Return,0,3295.4310720000003,0,3295.4310720000003,1.0,0.6000000000000001,1.0,0.6000000000000001
ORD01304,PROD0342,USER1935,2025-02-24,Books,238.49,1,40.06,Next-Day,Wallet,54,Female,City67,Not Returned,No Return,0,142.950906,0,142.950906,2.0,0.2,2.0,0.2
ORD01305,PROD0476,USER1192,2023-06-30,Clothing,466.22,1,2.23,Standard,COD,65,Female,City19,Returned,Wrong Item,29,455.82329400000003,200,255.82329400000003,1.0,0.2,0.0,0.0
ORD01306,PROD0344,USER1046,2025-08-17,Books,1078.99,5,32.84,Standard,Wallet,32,Male,City32,Not Returned,No Return,0,3623.24842,0,3623.24842,1.0,1.0,1.0,1.0
ORD01307,PROD0438,USER0216,2022-04-30,Electronics,413.39,4,30.07,Standard,Debit Card,55,Female,City97,Not Returned,No Return,0,1156.334508,0,1156.334508,1.0,0.8,1.0,0.8
ORD01308,PROD0446,USER0322,2023-02-03,Home Appliances,204.68,1,36.0,Next-Day,Debit Card,39,Male,City74,Not Returned,No Return,0,130.9952,0,130.9952,2.0,0.2,2.0,0.2
ORD01309,PROD0329,USER0671,2025-07-31,Electronics,979.72,5,10.22,Express,Credit Card,64,Female,City77,Not Returned,No Return,0,4397.9630799999995,0,4397.9630799999995,1.5,1.0,1.5,1.0
ORD01310,PROD0113,USER0467,2024-10-15,Clothing,1637.69,1,21.36,Standard,Wallet,52,Male,City21,Returned,Defective,42,1287.879416,200,1087.879416,1.0,0.2,0.0,0.0
ORD01311,PROD0461,USER1375,2024-11-30,Clothing,1583.12,3,16.0,Express,Debit Card,65,Female,City95,Not Returned,No Return,0,3989.4623999999994,0,3989.4623999999994,1.5,0.6000000000000001,1.5,0.6000000000000001
ORD01312,PROD0470,USER0039,2023-09-27,Clothing,137.04,2,24.1,Next-Day,COD,51,Female,City3,Not Returned,No Return,0,208.02671999999998,0,208.02671999999998,2.0,0.4,2.0,0.4
ORD01313,PROD0129,USER0600,2025-04-26,Home Appliances,1064.07,2,6.75,Express,COD,19,Female,City32,Not Returned,No Return,0,1984.49055,0,1984.49055,1.5,0.4,1.5,0.4
ORD01314,PROD0419,USER0652,2023-03-14,Clothing,1836.42,3,21.4,Next-Day,Debit Card,58,Female,City63,Returned,Defective,38,4330.27836,200,4130.27836,2.0,0.6000000000000001,0.0,0.0
ORD01315,PROD0255,USER1496,2025-03-10,Books,927.57,5,43.33,Express,Debit Card,47,Male,City87,Returned,Changed Mind,42,2628.269595,200,2428.269595,1.5,1.0,0.0,0.0
ORD01316,PROD0265,USER0721,2022-07-09,Clothing,1766.4,3,48.0,Standard,COD,21,Female,City37,Not Returned,No Return,0,2755.5840000000003,0,2755.5840000000003,1.0,0.6000000000000001,1.0,0.6000000000000001
ORD01317,PROD0150,USER1662,2025-05-23,Toys,1683.16,4,16.22,Next-Day,COD,27,Male,City51,Returned,Wrong Item,52,5640.605792,200,5440.605792,2.0,0.8,0.0,0.0
ORD01318,PROD0267,USER1623,2024-05-30,Clothing,378.98,1,47.28,Express,COD,46,Male,City21,Returned,Size Issue,35,199.798256,200,-0.20174399999999082,1.5,0.2,0.0,0.0
ORD01319,PROD0140,USER1744,2025-08-01,Clothing,1978.72,4,33.5,Express,Wallet,27,Male,City55,Not Returned,No Return,0,5263.3952,0,5263.3952,1.5,0.8,1.5,0.8
ORD01320,PROD0307,USER1648,2024-06-25,Books,1353.12,1,49.16,Standard,Credit Card,40,Male,City78,Not Returned,No Return,0,687.9262079999999,0,687.9262079999999,1.0,0.2,1.0,0.2
ORD01321,PROD0280,USER0499,2025-02-08,Clothing,450.84,1,45.26,Next-Day,Credit Card,18,Female,City81,Returned,Size Issue,16,246.78981599999997,200,46.78981599999997,2.0,0.2,0.0,0.0
ORD01322,PROD0390,USER0302,2025-08-24,Home Appliances,285.74,5,33.8,Next-Day,Credit Card,48,Male,City80,Not Returned,No Return,0,945.7994000000001,0,945.7994000000001,2.0,1.0,2.0,1.0
ORD01323,PROD0008,USER1377,2025-07-14,Toys,263.18,2,45.35,Express,Debit Card,32,Male,City47,Returned,Wrong Item,59,287.65574,200,87.65573999999998,1.5,0.4,0.0,0.0
ORD01324,PROD0186,USER1763,2025-03-06,Electronics,738.96,3,34.23,Next-Day,Wallet,33,Female,City7,Not Returned,No Return,0,1458.041976,0,1458.041976,2.0,0.6000000000000001,2.0,0.6000000000000001
ORD01325,PROD0136,USER1232,2022-06-03,Clothing,996.88,2,39.42,Standard,Debit Card,56,Female,City39,Not Returned,No Return,0,1207.819808,0,1207.819808,1.0,0.4,1.0,0.4
ORD01326,PROD0464,USER1837,2023-10-03,Toys,1752.67,2,21.34,Next-Day,Debit Card,55,Male,City84,Not Returned,No Return,0,2757.300444,0,2757.300444,2.0,0.4,2.0,0.4
ORD01327,PROD0106,USER1961,2025-03-20,Clothing,440.36,1,46.94,Express,Wallet,52,Female,City93,Returned,Changed Mind,59,233.655016,200,33.65501599999999,1.5,0.2,0.0,0.0
ORD01328,PROD0167,USER1806,2024-12-08,Electronics,1735.34,5,21.85,Standard,Credit Card,64,Male,City80,Not Returned,No Return,0,6780.841049999999,0,6780.841049999999,1.0,1.0,1.0,1.0
ORD01329,PROD0287,USER0025,2025-08-22,Clothing,700.56,5,28.7,Express,COD,51,Male,City8,Not Returned,No Return,0,2497.4964,0,2497.4964,1.5,1.0,1.5,1.0
ORD01330,PROD0399,USER0062,2025-04-17,Electronics,815.16,3,7.79,Next-Day,Wallet,53,Male,City22,Not Returned,No Return,0,2254.977108,0,2254.977108,2.0,0.6000000000000001,2.0,0.6000000000000001
ORD01331,PROD0245,USER1415,2024-05-16,Clothing,1013.72,4,26.44,Next-Day,Wallet,53,Female,City23,Not Returned,No Return,0,2982.769728,0,2982.769728,2.0,0.8,2.0,0.8
ORD01332,PROD0302,USER0748,2023-05-12,Clothing,388.21,5,12.99,Standard,Credit Card,56,Female,City12,Not Returned,No Return,0,1688.9076049999999,0,1688.9076049999999,1.0,1.0,1.0,1.0
ORD01333,PROD0303,USER1098,2024-02-06,Home Appliances,1004.18,1,16.14,Next-Day,Credit Card,43,Female,City26,Not Returned,No Return,0,842.1053479999999,0,842.1053479999999,2.0,0.2,2.0,0.2
ORD01334,PROD0432,USER1612,2024-06-28,Clothing,1761.19,5,41.46,Express,Credit Card,36,Female,City44,Not Returned,No Return,0,5155.00313,0,5155.00313,1.5,1.0,1.5,1.0
ORD01335,PROD0021,USER1371,2025-07-18,Toys,1775.21,2,26.78,Standard,Credit Card,19,Male,City79,Not Returned,No Return,0,2599.617524,0,2599.617524,1.0,0.4,1.0,0.4
ORD01336,PROD0223,USER1086,2025-04-27,Clothing,837.45,2,33.65,Express,Wallet,38,Male,City64,Not Returned,No Return,0,1111.2961500000001,0,1111.2961500000001,1.5,0.4,1.5,0.4
ORD01337,PROD0048,USER1502,2022-02-07,Toys,158.84,1,25.91,Standard,COD,60,Female,City65,Not Returned,No Return,0,117.684556,0,117.684556,1.0,0.2,1.0,0.2
ORD01338,PROD0129,USER0086,2023-09-07,Clothing,1480.33,5,25.04,Express,COD,42,Female,City33,Not Returned,No Return,0,5548.27684,0,5548.27684,1.5,1.0,1.5,1.0
ORD01339,PROD0334,USER0196,2024-10-23,Clothing,643.04,5,8.49,Standard,COD,61,Female,City10,Not Returned,No Return,0,2942.22952,0,2942.22952,1.0,1.0,1.0,1.0
ORD01340,PROD0331,USER1790,2023-06-09,Clothing,1120.11,2,38.28,Standard,COD,57,Male,City34,Not Returned,No Return,0,1382.6637839999999,0,1382.6637839999999,1.0,0.4,1.0,0.4
